0.583350451,T,1,,,,,
0.493632267,H,0,,,,,
0.104299015,H,0,,,,,
0.866580475,T,1,,,,,
0.031435302,H,0,,,,,
0.1792916,H,0,,,,,
0.05454061,H,0,,,,,
0.00836797,H,0,,,,,
0.717237618,T,1,,,,,
0.251466461,H,0,,,,,
0.064744809,H,0,,,,,
0.438662607,H,0,,,,,
0.68765979,T,1,,,,,
0.591464129,T,1,,,,,
0.824234643,T,1,,,,,
0.774917636,T,1,,,,,
0.131186124,H,0,,,,,
0.273574336,H,0,,,,,
0.699182052,T,1,,,,,
0.585178881,T,1,,,,,
0.5160102,T,1,,,,,
0.418755771,H,0,,,,,
0.40459374,H,0,,,,,
0.590253456,T,1,,,,,
0.970018001,T,1,,,,,
0.893021191,T,1,,,,,
0.101549004,H,0,,,,,
0.860506655,T,1,,,,,
0.912344597,T,1,,,,,
0.325851674,H,0,,,,,
0.277465585,H,0,,,,,
0.564506276,T,1,,,,,
0.728049323,T,1,,,,,
0.33004844,H,0,,,,,
0.637262118,T,1,,,,,
0.282376279,H,0,,,,,
0.608372487,T,1,,,,,
0.207265233,H,0,,,,,
0.486101107,H,0,,,,,
0.43476052,H,0,,,,,
0.673829771,T,1,,,,,
0.662098499,T,1,,,,,
0.237431565,H,0,,,,,
0.446246009,H,0,,,,,
0.191462422,H,0,,,,,
0.066246945,H,0,,,,,
0.301609998,H,0,,,,,
0.494127486,H,0,,,,,
0.182662541,H,0,,,,,
0.664687283,T,1,,,,,
0.154120719,H,0,,,,,
0.089053327,H,0,,,,,
0.467011971,H,0,,,,,
0.75441986,T,1,,,,,
0.419685318,H,0,,,,,
0.708668444,T,1,,,,,
0.571654327,T,1,,,,,
0.953587486,T,1,,,,,
0.895729084,T,1,,,,,
0.977357661,T,1,,,,,
0.727005821,T,1,,,,,
0.788776992,T,1,,,,,
0.695171866,T,1,,,,,
0.586617529,T,1,,,,,
0.986734224,T,1,,,,,
0.47715454,H,0,,,,,
0.204326135,H,0,,,,,
0.290680504,H,0,,,,,
0.631740794,T,1,,,,,
0.159082833,H,0,,,,,
0.189253492,H,0,,,,,
0.067487123,H,0,,,,,
0.736675262,T,1,,,,,
0.251489984,H,0,,,,,
0.200826371,H,0,,,,,
0.671679721,T,1,,,,,
0.885804505,T,1,,,,,
0.442469098,H,0,,,,,
0.132210965,H,0,,,,,
0.249677007,H,0,,,,,
0.454785486,H,0,,,,,
0.475349928,H,0,,,,,
0.228521256,H,0,,,,,
0.535183713,T,1,,,,,
0.520674153,T,1,,,,,
0.203397586,H,0,,,,,
0.883793835,T,1,,,,,
0.979747769,T,1,,,,,
0.790698747,T,1,,,,,
0.874827047,T,1,,,,,
0.080094525,H,0,,,,,
0.187634672,H,0,,,,,
0.001469987,H,0,,,,,
0.421689245,H,0,,,,,
0.51295531,T,1,,,,,
0.641229245,T,1,,,,,
0.28472557,H,0,,,,,
0.924457853,T,1,,,,,
0.916817586,T,1,,,,,
0.836905233,T,1,,,,,
0.421874454,H,0,,,,,
0.289717095,H,0,,,,,
0.320530135,H,0,,,,,
0.838887258,T,1,,,,,
0.150312468,H,0,,,,,
0.49224386,H,0,,,,,
0.61143616,T,1,,,,,
0.744785153,T,1,,,,,
0.273800627,H,0,,,,,
0.39253952,H,0,,,,,
0.307214919,H,0,,,,,
0.465336822,H,0,,,,,
0.575274669,T,1,,,,,
0.747148044,T,1,,,,,
0.884312317,T,1,,,,,
0.621740965,T,1,,,,,
0.000824902,H,0,,,,,
0.376817072,H,0,,,,,
0.267828366,H,0,,,,,
0.34796094,H,0,,,,,
0.490882339,H,0,,,,,
0.513472497,T,1,,,,,
0.614561907,T,1,,,,,
0.753652411,T,1,,,,,
0.640641166,T,1,,,,,
0.449407355,H,0,,,,,
0.476808927,H,0,,,,,
0.831913787,T,1,,,,,
0.076025345,H,0,,,,,
0.533071989,T,1,,,,,
0.061040927,H,0,,,,,
0.610098309,T,1,,,,,
0.15638994,H,0,,,,,
0.045549093,H,0,,,,,
0.816083703,T,1,,,,,
0.959703622,T,1,,,,,
0.34924767,H,0,,,,,
0.807558387,T,1,,,,,
0.727562137,T,1,,,,,
0.398671528,H,0,,,,,
0.498200156,H,0,,,,,
0.891763036,T,1,,,,,
0.620172765,T,1,,,,,
0.562020939,T,1,,,,,
0.131709442,H,0,,,,,
0.919238301,T,1,,,,,
0.280196958,H,0,,,,,
0.410209503,H,0,,,,,
0.259996764,H,0,,,,P(T),0.473333333
0.568167886,T,1,,,,P(H),0.526666667
